pdf_file;canonical;kind;page;in_bib;pattern;context;weight
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;3;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 163 auch in anderen Regionen Europas und ebenso zu verschiedenen Zeiten ermitteln lässt.11 Insbesonde;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;3;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 163 auch in anderen Regionen Europas und ebenso zu verschiedenen Zeiten ermitteln lässt.11 Insbesonde;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;5;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 165 heute nicht mehr erhaltenen Jahrzeitbüchern, die in die neuen Bücher – manchmal nicht ohne Fehler;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;5;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 165 heute nicht mehr erhaltenen Jahrzeitbüchern, die in die neuen Bücher – manchmal nicht ohne Fehler;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;7;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 167 1443 bei Freienbach.35 Zumindest summarisch notierte Fründ auch die Namen der prominenten Gefalle;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;7;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 167 1443 bei Freienbach.35 Zumindest summarisch notierte Fründ auch die Namen der prominenten Gefalle;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;9;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 169 Sempach erstmals im sogenannten »Halbsuterlied«, aufgenommen in die zwischen 1532 und 1536 entsta;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;9;0;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 169 Sempach erstmals im sogenannten »Halbsuterlied«, aufgenommen in die zwischen 1532 und 1536 entsta;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;11;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 171 Die Chronik des Hans Fründ,Landschreiber zu Schwytz,hg. v.Christian Immanuel Kind, Chur 1875. Hen;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;11;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 171 Die Chronik des Hans Fründ,Landschreiber zu Schwytz,hg. v.Christian Immanuel Kind, Chur 1875. Hen;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Das Alte Land Schwyz während des Alten Zürichkriegs;work;13;1;(?i)Landolt.*Z[uü]richkriegs;und Erinnerungen, Berlin 2004, S. 69–88. Landolt,Oliver:DasAlteLandSchwyzwährenddesAltenZürichkriegs,in:PeterNie- derhäuser/Christian Sieber;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;13;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 173 Koller, Heinrich: Die Schlacht bei Sempach im Bewusstsein Österreichs, in: Jahr- buch der Histori;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Das Alte Land Schwyz während des Alten Zürichkriegs;work;13;1;(?i)Landolt.*Z[uü]richkriegs;und Erinnerungen, Berlin 2004, S. 69–88. Landolt,Oliver:DasAlteLandSchwyzwährenddesAltenZürichkriegs,in:PeterNie- derhäuser/Christian Sieber;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/landolt-oliver__30.pdf;Oliver Landolt: Kriegsgefallenenlisten – erläutert am Beispiel der Schlachtjahrzeiten in den eidgenössischen Orten;work;13;1;(?i)Landolt.*Kriegsgefallenenlisten;Oliver Landolt: Kriegsgefallenenlisten 173 Koller, Heinrich: Die Schlacht bei Sempach im Bewusstsein Österreichs, in: Jahr- buch der Histori;1.0
